epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
247,6305.7,0.16781,0.92791,0.13601,0.15557,0.92815,0.99847,1,0.995,0.98864,0.99847,1,0.995,0.8896,0.32755,0.49952,0.11851,0.29588,0.58933,0.00102584,0.00102584,0.00102584
248,6333.95,0.15841,0.88637,0.12763,0.15927,0.9152,0.99848,1,0.995,0.98562,0.99848,1,0.995,0.8752,0.26202,0.56856,0.10745,0.26853,0.51978,0.00102188,0.00102188,0.00102188
249,6362.96,0.15156,0.86265,0.12513,0.15114,0.92072,0.9984,1,0.995,0.98658,0.9984,1,0.995,0.83583,0.31886,0.691,0.10598,0.26056,0.56667,0.00101792,0.00101792,0.00101792
250,6391.5,0.15775,0.88696,0.13281,0.15488,0.92235,0.99847,1,0.995,0.99111,0.99847,1,0.995,0.83852,0.30881,0.60869,0.10771,0.23597,0.56358,0.00101396,0.00101396,0.00101396
251,6422.44,0.16095,0.95553,0.13082,0.15725,0.9138,1,1,0.995,0.97827,1,1,0.995,0.84346,0.29843,0.56425,0.10714,0.22662,0.55785,0.00101,0.00101,0.00101
252,6446.88,0.15192,0.83878,0.13169,0.14539,0.93476,0.9985,1,0.995,0.98724,0.9985,1,0.995,0.87912,0.2652,0.61743,0.10471,0.22758,0.51684,0.00100604,0.00100604,0.00100604
253,6471.08,0.1518,0.85122,0.12416,0.14561,0.94008,0.99848,1,0.995,0.98908,0.99848,1,0.995,0.83288,0.30344,0.88555,0.10487,0.21862,0.54918,0.00100208,0.00100208,0.00100208
254,6495.01,0.1565,0.85091,0.12962,0.14636,0.92671,0.99846,1,0.995,0.98017,0.99846,1,0.995,0.83252,0.33049,0.9091,0.10424,0.2123,0.58841,0.00099812,0.00099812,0.00099812
255,6519.01,0.15057,1.01738,0.1355,0.14677,0.92232,0.99848,1,0.995,0.96364,0.99848,1,0.995,0.85767,0.29356,0.60219,0.10652,0.19294,0.56987,0.00099416,0.00099416,0.00099416
256,6544.55,0.14508,0.87983,0.13962,0.14066,0.89423,0.99852,1,0.995,0.96756,0.99852,1,0.995,0.85521,0.27573,0.62243,0.10736,0.21844,0.54764,0.0009902,0.0009902,0.0009902
257,6568.53,0.14108,0.89213,0.12067,0.13761,0.90611,0.99848,1,0.995,0.99068,0.99848,1,0.995,0.82345,0.25996,0.65009,0.10512,0.22296,0.51554,0.00098624,0.00098624,0.00098624
258,6593.77,0.15834,0.8961,0.1351,0.147,0.91064,0.9985,1,0.995,0.98893,0.9985,1,0.995,0.84601,0.27158,0.61036,0.10917,0.18694,0.52734,0.00098228,0.00098228,0.00098228
259,6617.74,0.14028,0.81381,0.12666,0.13438,0.92195,0.99851,1,0.995,0.99014,0.99851,1,0.995,0.765,0.25103,1.03264,0.11028,0.19149,0.51828,0.00097832,0.00097832,0.00097832
260,6644.34,0.15152,0.94944,0.13009,0.14813,0.90489,0.99849,1,0.995,0.98779,0.99849,1,0.995,0.83283,0.24972,0.63448,0.1095,0.19821,0.51722,0.00097436,0.00097436,0.00097436
261,6668.62,0.15224,0.87963,0.13418,0.14238,0.92112,0.99851,1,0.995,0.98867,0.99851,1,0.995,0.75056,0.27723,0.82498,0.10625,0.22928,0.53439,0.0009704,0.0009704,0.0009704
262,6694.22,0.15356,0.89231,0.1265,0.14451,0.91481,0.9985,1,0.995,0.98461,0.9985,1,0.995,0.8502,0.26214,0.67947,0.10887,0.20778,0.52206,0.00096644,0.00096644,0.00096644
263,6723.23,0.15374,0.85735,0.1208,0.14318,0.92842,0.99851,1,0.995,0.9853,0.99851,1,0.995,0.81126,0.25187,0.68791,0.11003,0.23374,0.5135,0.00096248,0.00096248,0.00096248
264,6747.11,0.15835,0.85005,0.13758,0.15018,0.91656,0.99845,1,0.995,0.97863,0.99845,1,0.995,0.85604,0.26205,0.54877,0.10615,0.19049,0.5165,0.00095852,0.00095852,0.00095852
265,6771.21,0.15022,0.84311,0.12147,0.14374,0.92309,1,1,0.995,0.99176,1,1,0.995,0.86366,0.25726,0.54412,0.11152,0.21848,0.50286,0.00095456,0.00095456,0.00095456
266,6795.16,0.15407,0.80373,0.12621,0.14555,0.91776,0.99854,1,0.995,0.98976,0.99854,1,0.995,0.81844,0.22203,0.61721,0.11024,0.209,0.47041,0.0009506,0.0009506,0.0009506
267,6823.5,0.14205,0.95171,0.13121,0.14618,0.92004,0.99852,1,0.995,0.98846,0.99852,1,0.995,0.82155,0.24956,0.76146,0.10968,0.23128,0.50154,0.00094664,0.00094664,0.00094664
268,6847.91,0.15676,0.95931,0.12742,0.1498,0.90349,0.99854,1,0.995,0.99396,0.99854,1,0.995,0.808,0.23182,0.80779,0.10975,0.22086,0.47639,0.00094268,0.00094268,0.00094268
269,6880.35,0.14629,1.03841,0.12335,0.14744,0.91398,0.99852,1,0.995,0.99393,0.99852,1,0.995,0.86996,0.25568,0.58715,0.11331,0.2392,0.49938,0.00093872,0.00093872,0.00093872
270,6904.84,0.14769,0.82871,0.12818,0.1393,0.90008,0.99847,1,0.995,0.98702,0.99847,1,0.995,0.86068,0.26998,0.54108,0.11029,0.20881,0.52474,0.00093476,0.00093476,0.00093476
271,6928.91,0.15697,0.81672,0.13479,0.14905,0.91792,0.99844,1,0.995,0.98778,0.99844,1,0.995,0.86513,0.28864,0.55744,0.1109,0.209,0.53076,0.0009308,0.0009308,0.0009308
272,6952.95,0.14465,0.85675,0.12495,0.13898,0.90936,0.99829,1,0.995,0.98498,0.99829,1,0.995,0.8672,0.24355,0.52286,0.11221,0.20056,0.48922,0.00092684,0.00092684,0.00092684
273,6979.01,0.14307,0.8019,0.13008,0.14088,0.90025,0.99846,1,0.995,0.98262,0.99846,1,0.995,0.86323,0.25471,0.55516,0.10856,0.22569,0.50817,0.00092288,0.00092288,0.00092288
274,7003.02,0.14125,0.74862,0.12367,0.14091,0.9196,0.99848,1,0.995,0.98796,0.99848,1,0.995,0.85396,0.25974,0.56106,0.11145,0.18883,0.5115,0.00091892,0.00091892,0.00091892
275,7030.28,0.14226,0.7133,0.12181,0.14612,0.89983,0.99848,1,0.995,0.98304,0.99848,1,0.995,0.87733,0.25129,0.51006,0.11103,0.23035,0.49604,0.00091496,0.00091496,0.00091496
276,7054.55,0.14008,0.75084,0.12,0.13786,0.91067,0.99846,1,0.995,0.9786,0.99846,1,0.995,0.85323,0.26169,0.53711,0.10802,0.20997,0.5089,0.000911,0.000911,0.000911
277,7078.42,0.15045,0.71696,0.12685,0.13938,0.89825,0.99844,1,0.995,0.99168,0.99844,1,0.995,0.83985,0.28203,0.58152,0.114,0.20431,0.51679,0.00090704,0.00090704,0.00090704
278,7103.79,0.13793,0.81379,0.12826,0.1401,0.91395,0.99848,1,0.995,0.98808,0.96911,0.97059,0.9704,0.82225,0.29277,0.6396,0.11463,0.25777,0.55786,0.00090308,0.00090308,0.00090308
279,7127.99,0.13992,0.93546,0.1242,0.14179,0.9131,0.99847,1,0.995,0.98702,0.99847,1,0.995,0.86776,0.30003,0.55442,0.11931,0.25697,0.5787,0.00089912,0.00089912,0.00089912
280,7151.87,0.13612,0.8778,0.12227,0.13972,0.90534,0.99847,1,0.995,0.97792,0.99847,1,0.995,0.82607,0.29824,0.59754,0.11964,0.27319,0.56794,0.00089516,0.00089516,0.00089516
281,7177.46,0.13579,0.75472,0.11871,0.1412,0.89348,0.9985,1,0.995,0.99131,0.9985,1,0.995,0.85315,0.27753,0.55916,0.10967,0.2236,0.53209,0.0008912,0.0008912,0.0008912
282,7201.49,0.15475,0.79691,0.1262,0.14563,0.92062,0.99848,1,0.995,0.99303,0.99848,1,0.995,0.85151,0.25266,0.87232,0.10512,0.22407,0.51241,0.00088724,0.00088724,0.00088724
283,7225.48,0.13463,0.76803,0.12053,0.13775,0.904,0.99847,1,0.995,0.99016,0.99847,1,0.995,0.85121,0.25111,0.7525,0.10829,0.2906,0.50568,0.00088328,0.00088328,0.00088328
284,7251.16,0.14136,0.79383,0.12287,0.13887,0.92626,0.99846,1,0.995,0.98986,0.99846,1,0.995,0.91012,0.23821,0.44543,0.10358,0.26076,0.47838,0.00087932,0.00087932,0.00087932
285,7281.2,0.14032,0.80166,0.1216,0.13985,0.90399,0.99828,1,0.995,0.97599,0.96891,0.97059,0.95046,0.81022,0.27054,0.59969,0.1066,0.31594,0.51071,0.00087536,0.00087536,0.00087536
286,7306.66,0.13665,0.7411,0.12757,0.13456,0.90289,0.99834,1,0.995,0.95522,0.96898,0.97059,0.95556,0.75794,0.29869,0.74452,0.10449,0.32648,0.57795,0.0008714,0.0008714,0.0008714
287,7330.45,0.13706,0.69523,0.1256,0.12791,0.91753,0.99833,1,0.995,0.97124,0.99833,1,0.995,0.82611,0.28729,0.53428,0.10567,0.23108,0.54904,0.00086744,0.00086744,0.00086744
288,7354.62,0.14061,0.7431,0.12154,0.13455,0.91501,0.99841,1,0.995,0.98342,0.99841,1,0.995,0.87508,0.29145,0.40582,0.10321,0.21789,0.53947,0.00086348,0.00086348,0.00086348
289,7380.21,0.14083,0.70787,0.12591,0.13758,0.8994,0.99845,1,0.995,0.98629,0.99845,1,0.995,0.8397,0.28332,0.5308,0.10206,0.2397,0.55283,0.00085952,0.00085952,0.00085952
290,7404,0.14858,0.74751,0.11689,0.14696,0.91961,1,1,0.995,0.98227,1,1,0.995,0.82825,0.34541,0.70495,0.10979,0.20893,0.64634,0.00085556,0.00085556,0.00085556
291,7429.39,0.15206,0.73941,0.12644,0.14683,0.8945,1,1,0.995,0.98472,1,1,0.995,0.90159,0.28791,0.50641,0.1137,0.19235,0.56255,0.0008516,0.0008516,0.0008516
292,7453.62,0.15192,0.75516,0.12885,0.1443,0.91426,1,1,0.995,0.99158,1,1,0.995,0.89145,0.26424,0.57577,0.10833,0.21621,0.53024,0.00084764,0.00084764,0.00084764
293,7477.63,0.13824,0.76472,0.1282,0.13622,0.89589,0.99849,1,0.995,0.9855,0.99849,1,0.995,0.84412,0.23005,0.57254,0.10104,0.18446,0.48574,0.00084368,0.00084368,0.00084368
294,7506.32,0.13688,0.75665,0.11754,0.13736,0.90666,1,1,0.995,0.98868,1,1,0.995,0.8555,0.30605,0.65493,0.10303,0.23445,0.56082,0.00083972,0.00083972,0.00083972
295,7530.31,0.14416,0.70021,0.12352,0.14379,0.90155,0.9985,1,0.995,0.98658,0.9985,1,0.995,0.86008,0.27843,0.58975,0.10351,0.20917,0.53485,0.00083576,0.00083576,0.00083576
296,7554.11,0.14077,0.70213,0.12475,0.14081,0.90262,0.99847,1,0.995,0.99233,0.99847,1,0.995,0.88104,0.28042,0.49477,0.11281,0.22363,0.53193,0.0008318,0.0008318,0.0008318
297,7577.73,0.14627,0.6736,0.12529,0.13966,0.88992,0.99848,1,0.995,0.97753,0.99848,1,0.995,0.88256,0.32224,0.51171,0.11693,0.22249,0.58854,0.00082784,0.00082784,0.00082784
298,7603.53,0.13809,0.81632,0.12795,0.13646,0.91407,0.99843,1,0.995,0.98933,0.99843,1,0.995,0.85346,0.32951,0.68396,0.12258,0.23615,0.59867,0.00082388,0.00082388,0.00082388
299,7627.39,0.1404,0.73786,0.13408,0.13996,0.91257,0.99841,1,0.995,0.98668,0.99841,1,0.995,0.87798,0.28594,0.51356,0.11054,0.25657,0.53183,0.00081992,0.00081992,0.00081992
300,7652.7,0.14795,0.75069,0.12033,0.1346,0.90922,0.9985,1,0.995,0.97937,0.9985,1,0.995,0.85749,0.33301,0.60002,0.1067,0.23436,0.58546,0.00081596,0.00081596,0.00081596
301,7676.57,0.13912,0.73049,0.11851,0.14016,0.90837,0.99849,1,0.995,0.98558,0.99849,1,0.995,0.87278,0.29846,0.56399,0.11452,0.22848,0.57095,0.000812,0.000812,0.000812
302,7702.66,0.14395,0.71024,0.12798,0.13799,0.90164,1,1,0.995,0.98713,1,1,0.995,0.91308,0.28165,0.41498,0.11648,0.22726,0.54345,0.00080804,0.00080804,0.00080804
303,7730.88,0.14703,0.71751,0.12618,0.13416,0.92202,0.99847,1,0.995,0.98595,0.99847,1,0.995,0.88286,0.32654,0.56567,0.11758,0.21708,0.58366,0.00080408,0.00080408,0.00080408
304,7754.87,0.13875,0.78959,0.11712,0.13226,0.93218,0.99847,1,0.995,0.98979,0.99847,1,0.995,0.87314,0.2801,0.61059,0.1148,0.22176,0.54315,0.00080012,0.00080012,0.00080012
305,7778.62,0.14449,0.70738,0.12659,0.13908,0.90021,0.99848,1,0.995,0.99197,0.99848,1,0.995,0.91378,0.31449,0.54691,0.11314,0.18753,0.58168,0.00079616,0.00079616,0.00079616
306,7804.07,0.13819,0.74375,0.12764,0.13883,0.92433,0.9985,1,0.995,0.98886,0.9985,1,0.995,0.88182,0.2945,0.73249,0.1124,0.1967,0.56447,0.0007922,0.0007922,0.0007922
307,7828.08,0.14564,0.7825,0.12917,0.13682,0.90676,0.99849,1,0.995,0.98676,0.99849,1,0.995,0.91281,0.34069,0.55265,0.10976,0.22015,0.59936,0.00078824,0.00078824,0.00078824
308,7853.67,0.12606,0.73449,0.12495,0.12812,0.91446,0.99851,1,0.995,0.99121,0.99851,1,0.995,0.91166,0.30341,0.4388,0.10811,0.29658,0.54627,0.00078428,0.00078428,0.00078428
309,7877.67,0.12595,0.62973,0.12471,0.12769,0.91118,0.99852,1,0.995,0.995,0.99852,1,0.995,0.89653,0.25628,0.47541,0.10447,0.27267,0.4996,0.00078032,0.00078032,0.00078032
310,7905.16,0.13231,0.64193,0.11984,0.12553,0.92676,0.99848,1,0.995,0.98622,0.99848,1,0.995,0.90464,0.26191,0.46485,0.10124,0.23851,0.51818,0.00077636,0.00077636,0.00077636
311,7929.45,0.12798,0.66247,0.11794,0.13146,0.8993,0.99846,1,0.995,0.99389,0.99846,1,0.995,0.89944,0.2624,0.53281,0.10341,0.22389,0.50859,0.0007724,0.0007724,0.0007724
312,7953.21,0.13777,0.70218,0.11596,0.13122,0.91396,0.99845,1,0.995,0.9919,0.99845,1,0.995,0.91659,0.27372,0.65127,0.11107,0.24619,0.5335,0.00076844,0.00076844,0.00076844
313,7986.77,0.12285,0.66879,0.12286,0.12309,0.90854,0.99848,1,0.995,0.99369,0.99848,1,0.995,0.9297,0.28756,0.41431,0.10973,0.22449,0.56279,0.00076448,0.00076448,0.00076448
314,8018.98,0.13021,0.68962,0.11674,0.13229,0.91355,0.99844,1,0.995,0.98873,0.99844,1,0.995,0.85674,0.30873,0.64694,0.11299,0.20953,0.58423,0.00076052,0.00076052,0.00076052
315,8047.84,0.13282,0.72464,0.12601,0.13064,0.91802,0.99847,1,0.995,0.9938,0.99847,1,0.995,0.84294,0.28635,0.71263,0.1098,0.2579,0.55317,0.00075656,0.00075656,0.00075656
316,8071.82,0.13066,0.70703,0.12419,0.12864,0.91464,0.99848,1,0.995,0.98515,0.99848,1,0.995,0.89767,0.27838,0.48985,0.11076,0.23011,0.55573,0.0007526,0.0007526,0.0007526
317,8097.27,0.13307,0.6583,0.12645,0.13245,0.91078,0.99848,1,0.995,0.99362,0.99848,1,0.995,0.90792,0.2875,0.47222,0.10969,0.2395,0.55159,0.00074864,0.00074864,0.00074864
318,8124.08,0.13444,0.59007,0.11543,0.12928,0.89698,0.99848,1,0.995,0.98697,0.99848,1,0.995,0.8876,0.28299,0.49941,0.11469,0.2013,0.55866,0.00074468,0.00074468,0.00074468
319,8148.31,0.13666,0.60846,0.12294,0.13007,0.88214,0.9985,1,0.995,0.99063,0.9985,1,0.995,0.88805,0.27524,0.73178,0.11658,0.22814,0.54261,0.00074072,0.00074072,0.00074072
320,8171.89,0.12677,0.63889,0.11588,0.12532,0.8853,0.99848,1,0.995,0.99283,0.99848,1,0.995,0.92569,0.25332,0.39118,0.11363,0.24202,0.5164,0.00073676,0.00073676,0.00073676
321,8195.91,0.13475,0.68138,0.11985,0.13015,0.90815,0.99847,1,0.995,0.98815,0.99847,1,0.995,0.88008,0.26643,0.54517,0.10489,0.20746,0.52312,0.0007328,0.0007328,0.0007328
322,8219.57,0.1343,0.66944,0.12197,0.12866,0.89879,0.99848,1,0.995,0.98239,0.99848,1,0.995,0.90469,0.25089,0.43518,0.10676,0.23373,0.52389,0.00072884,0.00072884,0.00072884
323,8247.26,0.12534,0.63551,0.11998,0.12041,0.91984,0.9985,1,0.995,0.99054,0.9985,1,0.995,0.91328,0.28142,0.41091,0.11477,0.25515,0.56638,0.00072488,0.00072488,0.00072488
324,8272.79,0.13167,0.65129,0.11413,0.12264,0.90089,0.99854,1,0.995,0.98677,0.99854,1,0.995,0.91593,0.31487,0.43215,0.12055,0.21663,0.60172,0.00072092,0.00072092,0.00072092
325,8297.51,0.13041,0.6845,0.12484,0.12749,0.92369,0.99858,1,0.995,0.98375,0.99858,1,0.995,0.90176,0.28332,0.43412,0.11434,0.22351,0.56089,0.00071696,0.00071696,0.00071696
326,8321.38,0.12296,0.63559,0.11978,0.12074,0.90316,0.9985,1,0.995,0.98628,0.9985,1,0.995,0.91399,0.27525,0.44112,0.11171,0.21014,0.53683,0.000713,0.000713,0.000713
327,8345.2,0.13137,0.62393,0.11847,0.12594,0.91161,0.99852,1,0.995,0.98838,0.99852,1,0.995,0.90144,0.25909,0.50571,0.10854,0.262,0.5176,0.00070904,0.00070904,0.00070904
328,8368.87,0.13324,0.74979,0.12241,0.12586,0.89288,0.99851,1,0.995,0.99187,0.99851,1,0.995,0.9058,0.25232,0.58189,0.10055,0.21861,0.49885,0.00070508,0.00070508,0.00070508
329,8394.77,0.13053,0.73557,0.12609,0.12639,0.89488,0.99848,1,0.995,0.98886,0.99848,1,0.995,0.83868,0.26286,0.71241,0.10839,0.23916,0.49814,0.00070112,0.00070112,0.00070112
330,8418.86,0.12587,0.66108,0.11996,0.12846,0.90987,0.99848,1,0.995,0.98947,0.99848,1,0.995,0.90941,0.23888,0.4772,0.10473,0.22768,0.48559,0.00069716,0.00069716,0.00069716
331,8442.52,0.11449,0.61251,0.12781,0.11865,0.87993,0.99849,1,0.995,0.9891,0.99849,1,0.995,0.922,0.22495,0.3818,0.10207,0.25444,0.47507,0.0006932,0.0006932,0.0006932
332,8468.3,0.11472,0.58633,0.12492,0.11454,0.90459,0.9985,1,0.995,0.99014,0.9985,1,0.995,0.90278,0.23736,0.41172,0.1006,0.23258,0.49724,0.00068924,0.00068924,0.00068924
333,8491.99,0.12549,0.62234,0.1215,0.12425,0.90181,0.99849,1,0.995,0.98969,0.99849,1,0.995,0.90128,0.23636,0.46112,0.09808,0.19155,0.49045,0.00068528,0.00068528,0.00068528
334,8521.45,0.1218,0.60145,0.12893,0.12465,0.88558,0.99849,1,0.995,0.99085,0.99849,1,0.995,0.91107,0.24121,0.4771,0.09857,0.20834,0.49065,0.00068132,0.00068132,0.00068132
335,8545.25,0.12093,0.60492,0.11864,0.12327,0.90593,0.9985,1,0.995,0.98694,0.9985,1,0.995,0.90228,0.25456,0.46486,0.1111,0.18876,0.51986,0.00067736,0.00067736,0.00067736
336,8570.91,0.1243,0.65063,0.11406,0.12015,0.9117,0.9985,1,0.995,0.98536,0.9985,1,0.995,0.87985,0.24413,0.51735,0.11355,0.24082,0.51251,0.0006734,0.0006734,0.0006734
337,8597.19,0.12212,0.60588,0.11942,0.12599,0.88844,0.99849,1,0.995,0.97746,0.99849,1,0.995,0.89166,0.26102,0.52327,0.1051,0.21882,0.53551,0.00066944,0.00066944,0.00066944
338,8621.07,0.11709,0.55667,0.11784,0.11731,0.88651,0.9985,1,0.995,0.98282,0.9985,1,0.995,0.91246,0.26421,0.49602,0.10693,0.21102,0.54036,0.00066548,0.00066548,0.00066548
339,8646.41,0.1223,0.52712,0.11726,0.1185,0.89953,0.99851,1,0.995,0.9848,0.99851,1,0.995,0.91494,0.29087,0.36616,0.10234,0.18505,0.54252,0.00066152,0.00066152,0.00066152
340,8670.07,0.12381,0.58265,0.1222,0.11995,0.9155,0.9985,1,0.995,0.98757,0.9985,1,0.995,0.89613,0.23373,0.44759,0.10283,0.17754,0.50065,0.00065756,0.00065756,0.00065756
341,8695.89,0.12851,0.63952,0.11847,0.12563,0.89612,0.99846,1,0.995,0.995,0.99846,1,0.995,0.9017,0.21865,0.50144,0.10043,0.24602,0.46801,0.0006536,0.0006536,0.0006536
342,8720.07,0.13933,0.6309,0.11506,0.1282,0.90336,0.99847,1,0.995,0.98454,0.99847,1,0.995,0.89289,0.22773,0.42822,0.0996,0.22388,0.47849,0.00064964,0.00064964,0.00064964
343,8744.1,0.1366,0.63514,0.12324,0.13045,0.89408,1,1,0.995,0.98525,1,1,0.995,0.9081,0.2457,0.38229,0.09857,0.21667,0.50541,0.00064568,0.00064568,0.00064568
344,8769.72,0.12123,0.62005,0.11814,0.11809,0.89853,1,1,0.995,0.98751,1,1,0.995,0.88859,0.22841,0.46095,0.0989,0.20679,0.48861,0.00064172,0.00064172,0.00064172
345,8793.36,0.12805,0.64086,0.11105,0.12347,0.91199,0.99849,1,0.995,0.99095,0.99849,1,0.995,0.89233,0.23395,0.42092,0.09878,0.17762,0.48013,0.00063776,0.00063776,0.00063776
346,8818.54,0.1315,0.61261,0.1212,0.12558,0.89701,0.99846,1,0.995,0.98477,0.99846,1,0.995,0.90272,0.23859,0.37758,0.10086,0.18167,0.48016,0.0006338,0.0006338,0.0006338
347,8843.04,0.12048,0.63793,0.11213,0.11786,0.91505,0.99849,1,0.995,0.98465,0.99849,1,0.995,0.85894,0.23008,0.57425,0.10352,0.19167,0.47946,0.00062984,0.00062984,0.00062984
348,8867.06,0.12426,0.59759,0.11773,0.12083,0.8943,0.99848,1,0.995,0.98273,0.99848,1,0.995,0.88906,0.23942,0.44666,0.10393,0.19526,0.49558,0.00062588,0.00062588,0.00062588
349,8892.47,0.11585,0.59775,0.1267,0.12045,0.8952,0.9985,1,0.995,0.98046,0.9985,1,0.995,0.89628,0.24995,0.50085,0.10657,0.19883,0.50296,0.00062192,0.00062192,0.00062192
350,8916.14,0.13404,0.56291,0.11654,0.11932,0.90964,0.99839,1,0.995,0.995,0.99839,1,0.995,0.88503,0.24572,0.50509,0.10782,0.18367,0.48881,0.00061796,0.00061796,0.00061796
351,8941.71,0.12382,0.55064,0.12685,0.12459,0.89849,1,1,0.995,0.98702,1,1,0.995,0.91903,0.25156,0.44468,0.10531,0.18614,0.50058,0.000614,0.000614,0.000614
352,8965.63,0.12111,0.54396,0.11612,0.11637,0.89901,0.99851,1,0.995,0.98896,0.99851,1,0.995,0.9112,0.27681,0.44196,0.10443,0.21078,0.52847,0.00061004,0.00061004,0.00061004
353,8989.77,0.12314,0.54632,0.11989,0.11987,0.90794,0.99819,1,0.995,0.97399,0.99819,1,0.995,0.90386,0.29569,0.48425,0.1233,0.17557,0.57078,0.00060608,0.00060608,0.00060608
354,9015.24,0.13478,0.6333,0.12546,0.1269,0.90016,0.99845,1,0.995,0.98834,0.99845,1,0.995,0.92071,0.30006,0.39966,0.11794,0.20807,0.56349,0.00060212,0.00060212,0.00060212
355,9039.03,0.12232,0.60152,0.1191,0.11632,0.89845,0.99849,1,0.995,0.99184,0.99849,1,0.995,0.92246,0.29964,0.37021,0.11598,0.2328,0.56195,0.00059816,0.00059816,0.00059816
356,9064.54,0.12468,0.60162,0.11458,0.12012,0.89654,0.99849,1,0.995,0.98937,0.99849,1,0.995,0.94178,0.2654,0.48933,0.1108,0.22135,0.53259,0.0005942,0.0005942,0.0005942
357,9092.45,0.12052,0.56244,0.11762,0.12365,0.88814,0.99851,1,0.995,0.99124,0.99851,1,0.995,0.93388,0.23972,0.36068,0.098,0.19361,0.49542,0.00059024,0.00059024,0.00059024
358,9116.65,0.11982,0.51161,0.12766,0.11665,0.88172,0.99849,1,0.995,0.98966,0.99849,1,0.995,0.90472,0.23982,0.40927,0.10054,0.17707,0.48627,0.00058628,0.00058628,0.00058628
359,9142.15,0.11026,0.569,0.11756,0.1098,0.88961,0.99851,1,0.995,0.99396,0.99851,1,0.995,0.93572,0.23662,0.3521,0.10041,0.16893,0.48594,0.00058232,0.00058232,0.00058232
360,9165.91,0.1139,0.56897,0.11301,0.11551,0.90301,0.99851,1,0.995,0.99082,0.99851,1,0.995,0.90943,0.23135,0.49215,0.10138,0.16822,0.4658,0.00057836,0.00057836,0.00057836
361,9189.71,0.11703,0.57648,0.12286,0.11792,0.88326,0.9985,1,0.995,0.99396,0.9985,1,0.995,0.90973,0.23763,0.49379,0.10119,0.16403,0.47308,0.0005744,0.0005744,0.0005744
362,9213.25,0.13434,0.56035,0.12619,0.12548,0.89063,1,1,0.995,0.9896,1,1,0.995,0.93649,0.23741,0.35167,0.09985,0.18637,0.49939,0.00057044,0.00057044,0.00057044
363,9237.34,0.12697,0.58284,0.12099,0.11996,0.89681,0.99852,1,0.995,0.99396,0.99852,1,0.995,0.93198,0.22819,0.37427,0.09999,0.1575,0.47425,0.00056648,0.00056648,0.00056648
364,9262.64,0.12378,0.58589,0.12244,0.12155,0.89324,0.99852,1,0.995,0.99115,0.99852,1,0.995,0.92396,0.21667,0.43406,0.09934,0.18063,0.47589,0.00056252,0.00056252,0.00056252
365,9289.58,0.11312,0.60308,0.12178,0.11434,0.90143,0.99849,1,0.995,0.99181,0.99849,1,0.995,0.91466,0.2148,0.4151,0.10076,0.19275,0.46013,0.00055856,0.00055856,0.00055856
366,9313.46,0.10947,0.53366,0.11098,0.11311,0.90142,0.99848,1,0.995,0.98955,0.99848,1,0.995,0.9388,0.22487,0.33947,0.09737,0.2062,0.47101,0.0005546,0.0005546,0.0005546
367,9340.9,0.11528,0.55671,0.1252,0.1159,0.90666,0.99851,1,0.995,0.99179,0.99851,1,0.995,0.93125,0.21728,0.37258,0.09745,0.18572,0.46497,0.00055064,0.00055064,0.00055064
368,9364.74,0.11828,0.53991,0.12002,0.11597,0.89018,0.99849,1,0.995,0.98637,0.99849,1,0.995,0.92265,0.24225,0.37716,0.096,0.21053,0.50163,0.00054668,0.00054668,0.00054668
369,9388.67,0.1149,0.50308,0.1184,0.1191,0.89207,0.99846,1,0.995,0.9864,0.99846,1,0.995,0.91788,0.26906,0.42948,0.10533,0.23286,0.51868,0.00054272,0.00054272,0.00054272
370,9414.83,0.12873,0.56433,0.1096,0.12118,0.90697,0.99845,1,0.995,0.98766,0.99845,1,0.995,0.91874,0.25326,0.45199,0.10133,0.25245,0.49392,0.00053876,0.00053876,0.00053876
371,9438.93,0.12188,0.59065,0.12192,0.11997,0.89252,0.99847,1,0.995,0.98858,0.99847,1,0.995,0.92407,0.2664,0.54301,0.11024,0.20638,0.52036,0.0005348,0.0005348,0.0005348
372,9466.45,0.11659,0.57343,0.11675,0.11873,0.88027,0.99848,1,0.995,0.9884,0.99848,1,0.995,0.93264,0.2317,0.34746,0.10468,0.22879,0.49587,0.00053084,0.00053084,0.00053084
373,9490.36,0.12482,0.57895,0.12328,0.11775,0.88218,0.99848,1,0.995,0.98538,0.99848,1,0.995,0.95052,0.25761,0.33642,0.10261,0.19983,0.52066,0.00052688,0.00052688,0.00052688
374,9515.83,0.11806,0.57966,0.11905,0.1155,0.88825,0.99848,1,0.995,0.98715,0.99848,1,0.995,0.92364,0.21869,0.39163,0.09793,0.17957,0.47408,0.00052292,0.00052292,0.00052292
375,9539.8,0.11557,0.5504,0.11084,0.11057,0.88385,0.99847,1,0.995,0.98641,0.99847,1,0.995,0.93917,0.22544,0.3393,0.09638,0.16006,0.47086,0.00051896,0.00051896,0.00051896
